MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2000 to Oct 2025


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
,,19,0.2570,0.82
,,20,0.2651,0.81
,,21,0.2478,0.81
,,22,0.2534,0.81
,,23,0.2612,0.82
,,26,0.2537,0.83
,,27,0.2541,0.81
,,28,0.2522,0.82
,,29,0.2626,0.82
,,30,0.4036,0.90
,Nov,02,0.4681,1.09
,,03,0.3582,1.22
,,04,0.2528,0.83
,,05,0.3004,0.81
,,06,0.3170,0.88
,,09,0.2533,0.82
,,10,0.2564,0.82
,,11,0.2537,0.82
,,12,0.2706,0.82
,,13,0.1986,0.82
,,16,0.1674,0.74
,,17,0.0907,0.65
,,18,0.0685,0.64
,,19,0.1969,0.76
,,20,0.2676,0.90
,,23,0.2584,0.85
,,24,0.2513,0.87
,,25,0.4825,0.94
,,26,0.2954,1.04
,,30,0.1952,0.93
,Dec,01,0.1543,0.84
,,02,0.1034,0.75
,,03,0.1972,0.77
,,04,0.2233,0.82
,,07,0.1769,0.78
,,08,0.1618,0.75
,,09,0.1516,0.76
,,10,0.1074,0.74
,,11,0.0398,0.60
,,14,0.0491,0.60
,,15,0.0345,0.61
,,16,0.0413,0.60
,,17,0.0806,0.64
,,18,0.0859,0.64
,,21,0.0998,0.63
,,22,0.1018,0.72
,,23,0.1045,0.69
,,24,0.1139,0.66
,,28,0.0805,0.64
,,29,0.0371,0.63
,,30,0.0348,0.60
,,31,0.1583,0.64


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
2010,Jan,04,0.1474,0.70
,,05,0.1420,0.71
,,06,0.1399,0.69
,,07,0.1346,0.69
,,08,0.1523,0.70
,,11,0.1659,0.70
,,12,0.1317,0.69
,,13,0.1440,0.70
,,14,0.0775,0.65
,,15,0.1327,0.68
,,18,0.0825,0.64
,,19,0.1647,0.72
,,20,0.1591,0.71
,,21,0.1496,0.71
,,22,0.1346,0.69
,,25,0.1359,0.69
,,26,0.1276,0.68
,,27,0.0985,0.63
,,28,0.1041,0.67
,,29,0.1309,0.66
,Feb,01,0.1210,0.66
,,02,0.1026,0.63
,,03,0.1101,0.61
,,04,0.1395,0.64
,,05,0.2040,0.67
,,08,0.1483,0.70
,,09,0.1519,0.69
,,10,0.1082,0.67
,,11,0.1328,0.66
,,12,0.1643,0.70
,,17,0.1270,0.67
,,18,0.1253,0.66
,,19,0.1399,0.68
,,22,0.1353,0.68
,,23,0.1220,0.67
,,24,0.0951,0.65
,,25,0.2107,0.76
,,26,0.2924,0.88
,Mar,01,0.1627,0.74
,,02,0.1365,0.69
,,03,0.1041,0.68
,,04,0.0892,0.65
,,05,0.1051,0.65
,,08,0.0672,0.64
,,09,0.0634,0.64
,,10,0.0430,0.60
,,11,0.0681,0.61
,,12,0.0867,0.61
,,15,0.0812,0.62
,,16,0.0664,0.61
,,17,0.0758,0.62
,,18,0.0796,0.62
,,19,0.0885,0.63
,,22,0.0916,0.63
,,23,0.0980,0.64
,,24,0.0850,0.62
,,25,0.1712,0.74
,,26,0.1396,0.69
,,29,0.1047,0.70
,,30,0.1060,0.64
,,31,0.1856,0.72
,Apr,01,0.2620,0.78
,,05,0.1455,0.70
,,06,0.1415,0.73
,,07,0.0541,0.62
,,08,0.1294,0.68
,,09,0.0777,0.70
,,12,0.1059,0.63
,,13,0.0715,0.65
,,14,0.0705,0.63
,,15,0.0609,0.62
,,16,0.0646,0.62
,,19,0.0895,0.62
,,20,0.0905,0.63
,,21,0.0529,0.58
,,22,0.0470,0.60
,,23,0.0560,0.59
,,26,0.0813,0.61
,,27,0.1521,0.66
,,28,0.2129,0.80
,,29,0.1208,0.77
,,30,0.0673,0.62
,May,03,0.0736,0.62
,,04,0.0669,0.61
,,05,0.0689,0.60
,,06,0.1295,0.68
,,07,0.1732,0.88
,,10,0.1160,0.74
,,11,0.0759,0.63
,,12,0.0358,0.58
,,13,0.0286,0.59
,,14,0.0315,0.59
,,17,0.0257,0.59
,,18,0.0372,0.59
,,19,0.0488,0.59
,,20,0.0584,0.58
,,21,0.0998,0.60
,,24,0.1018,0.66
,,25,0.1669,0.76
,,26,0.2446,0.78
,,27,0.2000,0.85
,,31,0.0906,0.63
,Jun,01,0.0575,0.60
,,02,0.0467,0.57
,,03,0.1500,0.61
,,04,0.2579,0.74
,,07,0.2794,0.79
,,08,0.2977,0.84
,,09,0.2856,0.86
,,10,0.1104,0.64
,,11,0.0683,0.60
,,14,0.0672,0.62
,,15,0.0539,0.59
,,16,0.0565,0.57
,,17,0.0750,0.60
,,18,0.1437,0.63
,,21,0.0518,0.62
,,22,0.0515,0.59
,,23,0.0414,0.58
,,24,0.0792,0.59
,,25,0.2177,0.70
,,28,0.1382,0.67
,,29,0.0920,0.65
,,30,0.0920,0.67
,Jul,01,0.0524,0.60
,,02,0.0586,0.59
,,05,0.0611,0.59
,,06,0.0726,0.60
,,07,0.0947,0.61
,,08,0.1109,0.62
,,09,0.1634,0.73
,,12,0.1573,0.72
,,13,0.1061,0.67
,,14,0.1005,0.63
,,15,0.1298,0.64
,,16,0.1835,0.79
,,19,0.1360,0.67
,,20,0.1132,0.66
,,21,0.1182,0.65
,,22,0.1117,0.65
,,23,0.1205,0.65
,,26,0.0839,0.65
,,27,0.0966,0.62
,,28,0.1270,0.64
,,29,0.1666,0.71
,,30,0.1828,0.74
,Aug,02,0.1122,0.67
,,03,0.0758,0.61
,,04,0.0408,0.59
,,05,0.0510,0.57
,,06,0.1041,0.62
,,10,0.0992,0.62
,,11,0.0698,0.61
,,12,0.0890,0.64
,,13,0.0817,0.63
,,16,0.0858,0.63
,,17,0.1096,0.64
,,18,0.0990,0.64
,,19,0.1297,0.66
,,20,0.1107,0.67
,,23,0.1299,0.66
,,24,0.1091,0.67
,,25,0.1253,0.68
,,26,0.1582,0.73
,,27,0.1459,0.77
,,30,0.1426,0.72
,,31,0.1459,0.74
,Sep,01,0.0923,0.72
,,02,0.1191,0.72
,,03,0.0874,0.76
,,06,0.0653,0.65
,,07,0.0992,0.64
,,08,0.0799,0.65
,,09,0.0648,0.62
,,13,0.1019,0.64
,,14,0.0986,0.64
,,15,0.1043,0.64
,,16,0.1291,0.64
,,17,0.1830,0.72
,,20,0.1559,0.69
,,21,0.2194,0.75
,,22,0.2374,0.80
,,23,0.1282,0.70
,,24,0.0876,0.62
,,27,0.0872,0.63
,,28,0.0695,0.63
,,29,0.0771,0.64
,,30,0.1147,0.68
,Oct,01,0.0777,0.64
,,04,0.0466,0.62
,,05,0.0490,0.61
,,06,0.0440,0.61
,,07,0.0463,0.63
,,08,0.0478,0.63
,,11,0.0521,0.63
,,12,0.0556,0.63
,,13,0.0527,0.63
,,14,0.0478,0.61
,,15,0.1499,0.61
,,18,0.2076,0.77
,,19,0.1192,0.68
,,20,0.1098,0.69
,,21,0.0859,0.64
,,22,0.0764,0.66
,,25,0.0652,0.63
,,26,0.0804,0.65
,,27,0.0777,0.64
,,28,0.0722,0.65
,,29,0.0688,0.64
,Nov,01,0.0768,0.63
,,02,0.0531,0.63
,,03,0.0353,0.61
,,04,0.0982,0.62
,,08,0.0965,0.62
,,09,0.0846,0.64
,,10,0.0973,0.63
,,11,0.0480,0.62
,,12,0.0721,0.62
,,15,0.0882,0.63
,,16,0.0624,0.62
,,18,0.0663,0.61
,,19,0.0573,0.61
,,22,0.0643,0.61
,,23,0.0827,0.62
,,24,0.0769,0.63
,,25,0.1237,0.63
,,26,0.1507,0.70
,,29,0.2091,0.78
,,30,0.1530,0.84
,Dec,01,0.0588,0.61
,,02,0.0676,0.60
,,03,0.0649,0.63
,,06,0.0608,0.63
,,07,0.0612,0.62
,,08,0.0650,0.62
,,09,0.0731,0.63
,,10,0.0985,0.63
,,13,0.0734,0.63
,,14,0.0698,0.64
,,15,0.0501,0.62
,,16,0.0638,0.62
,,17,0.0392,0.61
,,20,0.0497,0.61
,,21,0.0439,0.60
,,22,0.0407,0.60
,,23,0.0415,0.61
,,24,0.0633,0.61
,,27,0.0811,0.60
,,28,0.0774,0.62
,,29,0.0483,0.59
,,30,0.0728,0.60
,,31,0.1181,0.71


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
2011,Jan,03,0.1319,0.69
,,04,0.0850,0.69
,,05,0.0778,0.64
,,06,0.0746,0.66
,,07,0.0709,0.64
,,10,0.0741,0.62
,,11,0.0451,0.61
,,12,0.0251,0.58
,,13,0.0380,0.58
,,14,0.0365,0.60
,,17,0.0303,0.59
,,18,0.0367,0.60
,,19,0.0238,0.58
,,20,0.0421,0.59
,,21,0.0446,0.59
,,24,0.0407,0.60
,,25,0.0313,0.58
,,26,0.0519,0.59
,,27,0.0991,0.64
,,28,0.1396,0.69
,,31,0.2185,0.85
,Feb,01,0.1825,0.86
,,02,0.2194,0.83
,,07,0.0685,0.67
,,08,0.0509,0.62
,,09,0.0246,0.58
,,10,0.0237,0.57
,,11,0.0265,0.58
,,14,0.0270,0.58
,,15,0.0468,0.60
,,16,0.0430,0.59
,,17,0.0400,0.60
,,18,0.0495,0.63
,,21,0.0540,0.62
,,22,0.0553,0.62
,,23,0.0291,0.61
,,24,0.0494,0.63
,,25,0.0816,0.63
,,28,0.0707,0.69
,Mar,01,0.0568,0.63
,,02,0.0293,0.61
,,03,0.0211,0.60
,,04,0.0230,0.63
,,07,0.0225,0.60
,,08,0.0219,0.60
,,09,0.0171,0.59
,,10,0.0164,0.58
,,11,0.0197,0.57
,,14,0.0158,0.57
,,15,0.0120,0.57
,,16,0.0110,0.57
,,17,0.0154,0.57
,,18,0.0159,0.56
,,21,0.0153,0.57
,,22,0.0143,0.57
,,23,0.0121,0.57
,,24,0.0216,0.58
,,25,0.0247,0.59
,,28,0.0429,0.59
,,29,0.0564,0.61
,,30,0.0961,0.68
,,31,0.1574,0.72
,Apr,01,0.1363,0.73
,,04,0.0960,0.73
,,05,0.0397,0.65
,,06,0.0208,0.61
,,07,0.0285,0.60
,,08,0.0190,0.60
,,11,0.0180,0.59
,,12,0.0181,0.58
,,13,0.0156,0.58
,,14,0.0142,0.58
,,15,0.0225,0.58
,,18,0.0276,0.59
,,19,0.0745,0.59
,,20,0.1159,0.70
,,21,0.0824,0.69
,,25,0.0745,0.67
,,26,0.1360,0.72
,,27,0.1873,0.80
,,28,0.1251,0.78
,,29,0.1239,0.75
,May,03,0.0814,0.68
,,04,0.0550,0.64
,,05,0.0246,0.59
,,06,0.0322,0.59
,,09,0.0499,0.59
,,10,0.1037,0.62
,,11,0.1049,0.69
,,12,0.0511,0.64
,,13,0.0825,0.64
,,16,0.0415,0.64
,,18,0.0444,0.64
,,19,0.0321,0.61
,,20,0.0313,0.60
,,23,0.0295,0.60
,,24,0.0490,0.61
,,25,0.1147,0.63
,,26,0.1290,0.74
,,27,0.0934,0.70
,,30,0.0816,0.66
,,31,0.0884,0.66
,Jun,01,0.0678,0.62
,,02,0.0618,0.63
,,03,0.0636,0.63
,,06,0.0609,0.63
,,07,0.0212,0.61
,,08,0.0357,0.59
,,09,0.0286,0.59
,,10,0.0209,0.59
,,13,0.0268,0.59
,,14,0.0374,0.60
,,15,0.0351,0.60
,,16,0.0535,0.61
,,17,0.0672,0.65
,,20,0.0781,0.63
,,21,0.0443,0.63
,,22,0.0360,0.62
,,23,0.0313,0.61
,,24,0.0409,0.62
,,27,0.0419,0.62
,,28,0.0843,0.64
,,29,0.0437,0.65
,,30,0.0728,0.68
,Jul,01,0.0405,0.64
,,04,0.0296,0.63
,,05,0.0332,0.62
,,06,0.0575,0.62
,,07,0.0544,0.62
,,08,0.0332,0.61
,,11,0.0385,0.61
,,12,0.0249,0.60
,,13,0.0394,0.59
,,14,0.0471,0.60
,,15,0.0554,0.60
,,18,0.0557,0.62
,,19,0.0471,0.61
,,20,0.0318,0.60
,,21,0.0525,0.60
,,22,0.0402,0.60
,,25,0.0234,0.60
,,26,0.0308,0.59
,,27,0.0244,0.60
,,28,0.0123,0.59
,,29,0.0207,0.59
,Aug,01,0.0324,0.59
,,02,0.0319,0.60
,,03,0.0723,0.67
,,04,0.0430,0.66
,,05,0.0391,0.63
,,08,0.0588,0.62
,,10,0.0310,0.60
,,11,0.0054,0.54
,,12,0.0186,0.57
,,15,0.0215,0.58
,,16,0.0375,0.60
,,17,0.0811,0.63
,,18,0.1000,0.64
,,19,0.0694,0.69
,,22,0.1090,0.70
,,23,0.1017,0.69
,,24,0.0790,0.65
,,25,0.0367,0.62
,,26,0.0433,0.63
,,29,0.0262,0.63
,,31,0.0559,0.63
,Sep,01,0.0304,0.64
,,02,0.0422,0.65
,,05,0.0294,0.63
,,06,0.0363,0.62
,,07,0.0399,0.62
,,08,0.0501,0.64
,,09,0.0547,0.66
,,12,0.0697,0.65
,,13,0.0561,0.63
,,14,0.0613,0.63
,,15,0.0772,0.63
,,16,0.0614,0.63
,,19,0.0373,0.62
,,20,0.0690,0.63
,,21,0.0527,0.64
,,22,0.0596,0.65
,,23,0.0848,0.65
,,26,0.0731,0.64
,,27,0.0692,0.62
,,28,0.0308,0.60
,,29,0.0204,0.59
,,30,0.0476,0.61
,Oct,03,0.0736,0.62
,,04,0.0483,0.64
,,05,0.0477,0.63
,,06,0.0288,0.61
,,07,0.0221,0.63
,,10,0.0227,0.60
,,11,0.0287,0.61
,,12,0.0285,0.61
,,13,0.0300,0.61
,,14,0.0448,0.62
,,17,0.0941,0.64
,,18,0.0602,0.66
,,19,0.0741,0.64
,,20,0.0664,0.64
,,21,0.0611,0.65
,,24,0.0535,0.64
,,25,0.0602,0.64
,,27,0.0547,0.65
,,28,0.0495,0.63
,,31,0.0844,0.65
,Nov,01,0.0867,0.66
,,02,0.1044,0.65
,,03,0.0468,0.63
,,04,0.0205,0.62
,,08,0.0328,0.62
,,09,0.0265,0.61
,,10,0.0431,0.62
,,11,0.0396,0.61
,,14,0.0227,0.60
,,15,0.0232,0.60
,,16,0.0361,0.60
,,17,0.0571,0.61
,,18,0.1046,0.64
,,21,0.1846,0.65
,,22,0.2282,0.82
,,23,0.0828,0.77
,,24,0.0379,0.60
,,25,0.0586,0.60
,,28,0.0452,0.60
,,29,0.0726,0.60
,,30,0.0424,0.60
,Dec,01,0.0268,0.58
,,02,0.0222,0.59
,,05,0.0272,0.59
,,06,0.0311,0.59
,,07,0.0499,0.62
,,08,0.0444,0.64
,,09,0.0792,0.67
,,12,0.0588,0.65
,,13,0.0617,0.68
,,14,0.1281,0.71
,,15,0.0716,0.74
,,16,0.0377,0.68
,,19,0.0291,0.64
,,20,0.0367,0.61
,,21,0.0319,0.64
,,22,0.0407,0.62
,,23,0.0341,0.63
,,27,0.0523,0.63
,,28,0.0345,0.62
,,29,0.0480,0.62
,,30,0.1011,0.65


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
2012,Jan,03,0.0275,0.64
,,04,0.0362,0.63
,,05,0.0705,0.64
,,06,0.0931,0.68
,,09,0.0443,0.64
,,10,0.0382,0.64
,,11,0.0310,0.61
,,12,0.0226,0.61
,,13,0.0309,0.60
,,16,0.0301,0.60
,,17,0.0405,0.59
,,18,0.0378,0.60
,,19,0.0610,0.61
,,20,0.1179,0.70
,,25,0.1191,0.65
,,26,0.1212,0.70
,,27,0.0653,0.67
,,30,0.0945,0.67
,,31,0.0937,0.69
,Feb,01,0.0864,0.71
,,02,0.0913,0.68
,,03,0.0260,0.64
,,06,0.0306,0.62
,,07,0.0252,0.61
,,08,0.0413,0.62
,,09,0.0294,0.62
,,10,0.0381,0.62
,,13,0.0228,0.62
,,14,0.0465,0.64
,,15,0.0407,0.63
,,16,0.0444,0.64
,,17,0.0216,0.63
,,20,0.0170,0.61
,,21,0.0310,0.61
,,22,0.0238,0.62
,,23,0.0251,0.63
,,24,0.0232,0.63
,,27,0.0234,0.62
,,28,0.0368,0.63
,,29,0.0517,0.63
,Mar,01,0.0520,0.63
,,02,0.0580,0.63
,,05,0.0609,0.64
,,06,0.0313,0.64
,,07,0.0375,0.64
,,08,0.0338,0.63
,,09,0.0314,0.63
,,12,0.0273,0.62
,,13,0.0349,0.62
,,14,0.0374,0.62
,,15,0.0476,0.62
,,16,0.0646,0.63
,,19,0.0935,0.64
,,20,0.0564,0.63
,,21,0.0427,0.63
,,22,0.0263,0.63
,,23,0.0216,0.62
,,26,0.0253,0.62
,,27,0.0317,0.62
,,28,0.0603,0.62
,,29,0.0426,0.62
,,30,0.0367,0.63
,Apr,02,0.0386,0.61
,,03,0.0200,0.61
,,04,0.0301,0.60
,,05,0.0206,0.62
,,09,0.0308,0.61
,,10,0.0183,0.61
,,11,0.0235,0.61
,,12,0.0248,0.61
,,13,0.0292,0.61
,,16,0.0240,0.61
,,17,0.0227,0.61
,,18,0.0330,0.61
,,19,0.0258,0.60
,,20,0.0196,0.60
,,23,0.0266,0.61
,,24,0.0271,0.60
,,25,0.0428,0.60
,,26,0.0482,0.61
,,27,0.0510,0.62
,,30,0.0779,0.63
,May,02,0.0873,0.65
,,03,0.0912,0.69
,,04,0.1657,0.71
,,07,0.1077,0.70
,,08,0.0577,0.62
,,09,0.0271,0.61
,,10,0.0298,0.62
,,11,0.0467,0.62
,,14,0.0615,0.63
,,15,0.0576,0.63
,,16,0.0430,0.61
,,17,0.0336,0.62
,,18,0.0439,0.61
,,21,0.0257,0.61
,,22,0.0375,0.61
,,23,0.0342,0.61
,,24,0.0385,0.62
,,25,0.0465,0.63
,,28,0.0370,0.65
,,29,0.0504,0.64
,,30,0.0444,0.64
,,31,0.0482,0.63
,Jun,01,0.0319,0.63
,,04,0.0278,0.62
,,05,0.0568,0.65
,,06,0.0705,0.64
,,07,0.0556,0.67
,,08,0.0645,0.66
,,11,0.0470,0.65
,,12,0.0386,0.64
,,13,0.0686,0.64
,,14,0.0549,0.64
,,15,0.0595,0.65
,,18,0.0353,0.63
,,19,0.0767,0.68
,,20,0.0969,0.68
,,21,0.0570,0.71
,,22,0.0552,0.66
,,25,0.0371,0.64
,,26,0.0278,0.63
,,27,0.0420,0.63
,,28,0.0317,0.63
,,29,0.0517,0.64
,Jul,02,0.0292,0.63
,,03,0.0194,0.62
,,04,0.0259,0.60
,,05,0.0178,0.61
,,06,0.0497,0.61
,,09,0.0218,0.62
,,10,0.0285,0.61
,,11,0.0406,0.61
,,12,0.0229,0.60
,,13,0.0366,0.61
,,16,0.0278,0.61
,,17,0.0402,0.61
,,18,0.0336,0.61
,,19,0.0670,0.62
,,20,0.0575,0.64
,,23,0.0490,0.64
,,24,0.1025,0.65
,,25,0.0878,0.64
,,26,0.0837,0.64
,,27,0.1271,0.65
,,30,0.1419,0.69
,,31,0.1474,0.73
,Aug,01,0.0852,0.72
,,02,0.0384,0.65
,,03,0.0448,0.63
,,06,0.0526,0.63
,,07,0.0524,0.63
,,08,0.0892,0.67
,,10,0.0667,0.70
,,13,0.0817,0.70
,,14,0.0854,0.70
,,15,0.1453,0.72
,,16,0.1062,0.74
,,17,0.0628,0.71
,,21,0.0839,0.70
,,22,0.0597,0.66
,,23,0.0993,0.67
,,24,0.0934,0.67
,,27,0.0690,0.65
,,28,0.0360,0.64
,,29,0.0449,0.64
,,30,0.0542,0.63
,,31,0.0890,0.64
,Sep,03,0.0530,0.65
,,04,0.0674,0.65
,,05,0.0540,0.64
,,06,0.0468,0.64
,,07,0.0552,0.64
,,10,0.0702,0.64
,,11,0.0657,0.64
,,12,0.0707,0.65
,,13,0.0383,0.65
,,14,0.0573,0.64
,,17,0.0590,0.65
,,18,0.0444,0.64
,,19,0.0558,0.64
,,20,0.0550,0.64
,,21,0.0590,0.63
,,24,0.1103,0.63
,,25,0.1750,0.66
,,26,0.1795,0.70
,,27,0.2697,1.05
,,28,0.2963,0.89
,Oct,01,0.2163,0.78
,,02,0.0834,0.74
,,03,0.0198,0.63
,,04,0.0246,0.62
,,05,0.0159,0.63
,,08,0.0313,0.62
,,09,0.0247,0.61
,,10,0.0339,0.61
,,11,0.0310,0.61
,,12,0.0279,0.61
,,15,0.0301,0.61
,,16,0.0452,0.61
,,17,0.0704,0.61
,,18,0.0522,0.62
,,19,0.0320,0.61
,,22,0.0608,0.61
,,23,0.0880,0.62
,,24,0.1364,0.63
,,25,0.1739,0.71
,,29,0.0943,0.66
,,30,0.0489,0.63
,,31,0.0666,0.62
,Nov,01,0.0235,0.65
,,02,0.0642,0.64
,,05,0.0415,0.64
,,06,0.0269,0.63
,,07,0.0238,0.62
,,08,0.0282,0.62
,,09,0.0421,0.62
,,12,0.0312,0.60
,,14,0.0963,0.62
,,15,0.1786,0.67
,,16,0.1301,0.77
,,19,0.0455,0.72
,,20,0.0406,0.67
,,21,0.0283,0.65
,,22,0.0256,0.63
,,23,0.0329,0.63
,,26,0.0492,0.62
,,27,0.0528,0.63
,,28,0.0502,0.62
,,29,0.0620,0.62
,,30,0.0981,0.63
,Dec,03,0.0957,0.62
,,04,0.1174,0.64
,,05,0.0532,0.63
,,06,0.0314,0.62
,,07,0.0247,0.61
,,10,0.0253,0.61
,,11,0.0201,0.60
,,12,0.0306,0.59
,,13,0.0283,0.60
,,14,0.0441,0.67
,,17,0.1101,0.72
,,18,0.0743,0.73
,,19,0.0560,0.68
,,20,0.0196,0.64
,,21,0.0359,0.63
,,24,0.0550,0.64
,,26,0.1099,0.63
,,27,0.0991,0.65
,,28,0.0637,0.64
,,31,0.0380,0.61


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
2013,Jan,02,0.0189,0.61
,,03,0.0194,0.61
,,04,0.0228,0.61
,,07,0.0285,0.61
,,08,0.0327,0.61
,,09,0.0202,0.60
,,10,0.0247,0.60
,,11,0.0224,0.59
,,14,0.0235,0.59
,,15,0.0274,0.59
,,16,0.0266,0.59
,,17,0.0255,0.59
,,18,0.0517,0.60
,,21,0.0567,0.61
,,22,0.0605,0.63
,,23,0.1034,0.66
,,24,0.0629,0.65
,,25,0.0365,0.63
,,28,0.0442,0.62
,,29,0.0511,0.62
,,30,0.0503,0.62
,,31,0.0715,0.63
,Feb,01,0.0589,0.64
,,04,0.0712,0.63
,,05,0.0266,0.62
,,06,0.0226,0.61
,,07,0.0317,0.60
,,08,0.0767,0.59
,,13,0.0793,0.59
,,14,0.0921,0.63
,,15,0.0991,0.66
,,18,0.0423,0.64
,,19,0.0396,0.63
,,20,0.0197,0.60
,,21,0.0406,0.60
,,22,0.0414,0.60
,,25,0.0306,0.59
,,26,0.0391,0.59
,,27,0.0546,0.59
,,28,0.0657,0.61
,Mar,01,0.0659,0.61
,,04,0.0501,0.62
,,05,0.0409,0.63
,,06,0.0504,0.61
,,07,0.0244,0.60
,,08,0.0281,0.59
,,11,0.0360,0.59
,,12,0.0346,0.59
,,13,0.0228,0.58
,,14,0.0190,0.59
,,15,0.0390,0.58
,,18,0.0398,0.59
,,19,0.0860,0.60
,,20,0.0986,0.61
,,21,0.0628,0.64
,,22,0.1109,0.65
,,25,0.0439,0.62
,,26,0.0315,0.61
,,27,0.0187,0.60
,,28,0.0334,0.59
,Apr,01,0.0224,0.59
,,02,0.0321,0.60
,,03,0.0194,0.59
,,04,0.0213,0.59
,,05,0.0297,0.59
,,08,0.0222,0.59
,,09,0.0320,0.59
,,10,0.0615,0.60
,,11,0.0489,0.60
,,12,0.0392,0.60
,,15,0.0278,0.60
,,16,0.0316,0.59
,,17,0.0637,0.59
,,18,0.0449,0.60
,,19,0.0364,0.60
,,22,0.0322,0.59
,,23,0.0264,0.59
,,24,0.0336,0.59
,,25,0.0373,0.59
,,26,0.0483,0.59
,,29,0.0763,0.60
,,30,0.1010,0.63
,May,02,0.0804,0.63
,,03,0.0881,0.62
,,06,0.0766,0.63
,,07,0.0355,0.62
,,08,0.0387,0.61
,,09,0.0334,0.60
,,10,0.0244,0.60
,,13,0.0273,0.60
,,14,0.0262,0.60
,,15,0.0268,0.59
,,16,0.0340,0.59
,,17,0.0575,0.60
,,20,0.0695,0.60
,,21,0.1007,0.61
,,22,0.0965,0.62
,,23,0.1355,0.69
,,27,0.0694,0.67
,,28,0.0564,0.65
,,29,0.0588,0.65
,,30,0.0761,0.65
,,31,0.0537,0.65
,Jun,03,0.0341,0.64
,,04,0.0394,0.64
,,05,0.0435,0.63
,,06,0.0211,0.61
,,07,0.0180,0.62
,,10,0.0177,0.61
,,11,0.0291,0.60
,,12,0.0273,0.60
,,13,0.0355,0.60
,,14,0.0300,0.60
,,17,0.0292,0.61
,,18,0.0330,0.60
,,19,0.0427,0.60
,,20,0.0549,0.61
,,21,0.0632,0.61
,,24,0.0616,0.63
,,25,0.0483,0.62
,,26,0.0476,0.63
,,27,0.0526,0.63
,,28,0.0478,0.64
,Jul,01,0.0646,0.65
,,02,0.0638,0.66
,,03,0.0698,0.66
,,04,0.0633,0.65
,,05,0.0358,0.65
,,08,0.0251,0.63
,,09,0.0361,0.63
,,10,0.0209,0.63
,,11,0.0354,0.63
,,12,0.0443,0.63
,,15,0.0351,0.63
,,16,0.0400,0.63
,,17,0.0251,0.63
,,18,0.0372,0.63
,,19,0.0434,0.62
,,22,0.0373,0.62
,,23,0.0436,0.62
,,24,0.0718,0.62
,,25,0.0414,0.62
,,26,0.0423,0.62
,,29,0.0774,0.63
,,30,0.0533,0.63
,,31,0.0522,0.63
,Aug,01,0.0315,0.62
,,02,0.0291,0.63
,,05,0.0319,0.63
,,06,0.0504,0.62
,,07,0.0498,0.62
,,12,0.0505,0.62
,,13,0.0265,0.62
,,14,0.0341,0.62
,,15,0.0485,0.62
,,16,0.0401,0.62
,,19,0.0307,0.62
,,20,0.0353,0.62
,,21,0.0730,0.62
,,22,0.0657,0.67
,,23,0.0649,0.66
,,26,0.0418,0.65
,,27,0.0358,0.64
,,28,0.0558,0.62
,,29,0.0455,0.65
,,30,0.0308,0.66
,Sep,02,0.0376,0.64
,,03,0.0348,0.64
,,04,0.0435,0.64
,,05,0.0218,0.64
,,06,0.0175,0.63
,,09,0.0340,0.64
,,10,0.0269,0.63
,,11,0.0372,0.64
,,12,0.0265,0.64
,,13,0.0415,0.64
,,16,0.0230,0.66
,,17,0.0342,0.65
,,18,0.0263,0.65
,,19,0.0300,0.64
,,20,0.0250,0.65
,,23,0.0292,0.65
,,24,0.0174,0.65
,,25,0.0229,0.67
,,26,0.0245,0.69
,,27,0.0236,0.71
,,30,0.0522,0.71
,Oct,01,0.0228,0.66
,,02,0.0558,0.67
,,03,0.0825,0.67
,,04,0.1221,0.67
,,07,0.1475,0.68
,,08,0.0831,0.69
,,09,0.0823,0.67
,,10,0.1224,0.68
,,11,0.1284,0.67
,,14,0.1924,0.73
,,16,0.0599,0.66
,,17,0.0711,0.66
,,18,0.0703,0.65
,,21,0.0275,0.64
,,22,0.0293,0.63
,,23,0.0299,0.63
,,24,0.0294,0.64
,,25,0.0295,0.64
,,28,0.0479,0.64
,,29,0.0516,0.64
,,30,0.0357,0.64
,,31,0.0318,0.63
,Nov,01,0.0292,0.64
,,04,0.0367,0.64
,,05,0.0250,0.65
,,06,0.0171,0.64
,,07,0.0245,0.64
,,08,0.0441,0.64
,,11,0.0736,0.64
,,12,0.1887,0.65
,,13,0.3913,0.78
,,14,0.1015,0.83
,,15,0.0375,0.65
,,18,0.0833,0.65
,,19,0.1083,0.71
,,20,0.0944,0.73
,,21,0.0299,0.64
,,22,0.0388,0.64
,,25,0.0425,0.64
,,26,0.0423,0.64
,,27,0.0164,0.64
,,28,0.0327,0.64
,,29,0.0466,0.63
,Dec,02,0.0333,0.63
,,03,0.0757,0.63
,,04,0.0973,0.67
,,05,0.0700,0.69
,,06,0.0384,0.65
,,09,0.0314,0.64
,,10,0.0254,0.64
,,11,0.0433,0.64
,,12,0.0180,0.64
,,13,0.0331,0.63
